loss,accuracy,val_loss,val_accuracy,lr
1.1374428272247314,0.5834375023841858,0.6119853854179382,0.7869184017181396,0.001
0.47443392872810364,0.8504878878593445,0.3659786581993103,0.8779500722885132,0.001
0.3320080041885376,0.8977022171020508,0.2635863125324249,0.9150370955467224,0.001
0.26677405834198,0.9256250262260437,0.19865982234477997,0.936614990234375,0.001
0.19592289626598358,0.9537500143051147,0.17073576152324677,0.9494268298149109,0.001
0.1662195324897766,0.9638023376464844,0.14487139880657196,0.9548212885856628,0.001
0.15071940422058105,0.9647465944290161,0.1330549120903015,0.9595414996147156,0.001
0.14372096955776215,0.9678942561149597,0.12135088443756104,0.9595414996147156,0.001
0.12968197464942932,0.9696875214576721,0.1088695228099823,0.9710047245025635,0.001
0.1079539805650711,0.9771875143051147,0.10623704642057419,0.9662845730781555,0.001
0.11184932291507721,0.9738747477531433,0.09836806356906891,0.9683074951171875,0.001
0.10764104872941971,0.974819004535675,0.09115344285964966,0.9716790318489075,0.001
0.09704281389713287,0.9807994961738586,0.08496886491775513,0.9730276465415955,0.001
0.08860807120800018,0.980169951915741,0.08277465403079987,0.9723533391952515,0.001
0.08571285754442215,0.9804847240447998,0.07716533541679382,0.9757248759269714,0.001
0.07662799954414368,0.9840624928474426,0.07325346022844315,0.9763991832733154,0.001
0.07743527740240097,0.9836323857307434,0.0727447047829628,0.9770734906196594,0.001
0.07344352453947067,0.9850000143051147,0.06828154623508453,0.9797707200050354,0.001
0.06885889917612076,0.9853125214576721,0.0660901889204979,0.9804450273513794,0.001
0.06787699460983276,0.984891414642334,0.06854760646820068,0.9763991832733154,0.001
0.06586276739835739,0.9840624928474426,0.061310574412345886,0.9811193346977234,0.001
0.06781941652297974,0.984891414642334,0.06166798621416092,0.9804450273513794,0.001
0.058385223150253296,0.9892981052398682,0.05881084129214287,0.9811193346977234,0.001
0.06067853420972824,0.9878125190734863,0.05831799656152725,0.9811193346977234,0.001
0.06004026532173157,0.9870947599411011,0.055763546377420425,0.9831422567367554,0.001
0.05741779878735542,0.9871875047683716,0.05579386651515961,0.9831422567367554,0.001
0.05545990914106369,0.9880390167236328,0.05119501054286957,0.9824679493904114,0.001
0.053755637258291245,0.9884374737739563,0.05236538499593735,0.9824679493904114,0.001
0.05168244615197182,0.9886685609817505,0.050184216350317,0.9838165640830994,0.001
0.05112728476524353,0.9908719062805176,0.04952709749341011,0.9851651787757874,0.001
0.047312181442976,0.9905571341514587,0.047290440648794174,0.9838165640830994,0.001
0.046078916639089584,0.9889833331108093,0.04682423919439316,0.9851651787757874,0.001
0.05525989830493927,0.9870947599411011,0.04568982124328613,0.9858394861221313,0.001
0.045090001076459885,0.9905571341514587,0.04504074528813362,0.9865138530731201,0.001
0.04449092224240303,0.9912499785423279,0.045877065509557724,0.9871881604194641,0.001
0.04369262605905533,0.9912499785423279,0.04401151463389397,0.9865138530731201,0.001
0.042059578001499176,0.9921309351921082,0.04366292804479599,0.9871881604194641,0.001
0.039835553616285324,0.9921309351921082,0.04246194660663605,0.9871881604194641,0.001
0.04480188339948654,0.9908719062805176,0.042665746062994,0.9865138530731201,0.001
0.03832768276333809,0.9927604794502258,0.04131418094038963,0.9871881604194641,0.001
0.03686369210481644,0.9937499761581421,0.04038050398230553,0.9878624677658081,0.001
0.03765255957841873,0.9940195083618164,0.04011521115899086,0.9871881604194641,0.001
0.03640046715736389,0.9931250214576721,0.03981903940439224,0.9865138530731201,0.001
0.039940204471349716,0.9911866784095764,0.04157302901148796,0.9878624677658081,0.001
0.03228894621133804,0.9950000047683716,0.039472825825214386,0.9885367751121521,0.001
0.030484570190310478,0.9946490526199341,0.039154715836048126,0.9885367751121521,0.001
0.031489066779613495,0.9943749904632568,0.03864491358399391,0.9885367751121521,0.001
0.03745729476213455,0.9925000071525574,0.03861061483621597,0.9878624677658081,0.001
0.035030119121074677,0.995278537273407,0.03729419410228729,0.9878624677658081,0.001
0.041915129870176315,0.9903125166893005,0.03781719133257866,0.9885367751121521,0.001
0.0323333702981472,0.9946490526199341,0.03742227330803871,0.9885367751121521,0.001
0.031195802614092827,0.9959080815315247,0.03904138505458832,0.9878624677658081,0.001
0.034219589084386826,0.9921309351921082,0.037471953779459,0.9878624677658081,0.001
0.035748742520809174,0.9912499785423279,0.035782717168331146,0.9892110824584961,0.001
0.02629401721060276,0.9974818825721741,0.03480951115489006,0.9898853898048401,0.001
0.03166988119482994,0.9931250214576721,0.03492622449994087,0.9892110824584961,0.001
0.030614858493208885,0.9965376257896423,0.034262388944625854,0.9892110824584961,0.001
0.028270898386836052,0.9955933094024658,0.03457426652312279,0.9898853898048401,0.001
0.030262552201747894,0.9959080815315247,0.03392312675714493,0.9912340044975281,0.001
0.031669773161411285,0.9931250214576721,0.03427312150597572,0.9898853898048401,0.001
0.03228333592414856,0.9927604794502258,0.032974883913993835,0.9905596971511841,0.001
0.025830291211605072,0.9971874952316284,0.03316318616271019,0.9898853898048401,0.001
0.029933907091617584,0.9937499761581421,0.03250117599964142,0.9905596971511841,0.001
0.0278951283544302,0.9943749904632568,0.032111626118421555,0.9905596971511841,0.001
0.026962291449308395,0.9962499737739563,0.03198537975549698,0.9892110824584961,0.001
0.027803221717476845,0.9955933094024658,0.031502898782491684,0.9905596971511841,0.001
0.026842735707759857,0.9931250214576721,0.030750829726457596,0.9905596971511841,0.001
0.028461385518312454,0.9940624833106995,0.03092522919178009,0.9905596971511841,0.001
0.028786595910787582,0.9949638247489929,0.031142210587859154,0.9905596971511841,0.001
0.023907620459794998,0.996874988079071,0.031353361904621124,0.9898853898048401,0.001
0.02618611417710781,0.9956250190734863,0.030950726941227913,0.9905596971511841,0.001
