loss,accuracy,val_loss,val_accuracy,lr
2.238211154937744,0.3553124964237213,1.5302613973617554,0.5436911582946777,0.001
1.160910725593567,0.8146874904632568,0.6153673529624939,0.8799692988395691,0.001
0.6551336646080017,0.9143750071525574,0.30080851912498474,0.9468023777008057,0.001
0.39992234110832214,0.9533208012580872,0.20721741020679474,0.9629344940185547,0.001
0.2950107455253601,0.9590625166893005,0.14057354629039764,0.9752256870269775,0.001
0.22494730353355408,0.9715625047683716,0.11958087980747223,0.9761859178543091,0.001
0.1884702444076538,0.9715625047683716,0.09722206741571426,0.9790666699409485,0.001
0.15505972504615784,0.9784374833106995,0.08560322970151901,0.982523500919342,0.001
0.12975424528121948,0.9803125262260437,0.0753026083111763,0.982523500919342,0.001
0.1253359019756317,0.9828125238418579,0.06216338649392128,0.9865565299987793,0.001
0.10824931412935257,0.9831249713897705,0.056340284645557404,0.9867486357688904,0.001
0.09400098770856857,0.9853125214576721,0.05125928670167923,0.9882850050926208,0.001
0.08223867416381836,0.9871553778648376,0.04694361984729767,0.9898213744163513,0.001
0.0828494131565094,0.9853125214576721,0.04257785156369209,0.9902054667472839,0.001
0.07343558222055435,0.9871875047683716,0.03908631205558777,0.9907816648483276,0.001
0.07145311683416367,0.9865624904632568,0.03762822598218918,0.9911657571792603,0.001
0.07174186408519745,0.9881250262260437,0.03282806649804115,0.9923180341720581,0.001
0.062347833067178726,0.9887499809265137,0.03267848864197731,0.9919339418411255,0.001
0.057796988636255264,0.9890350699424744,0.030272748321294785,0.9927021265029907,0.001
0.05604596063494682,0.9912499785423279,0.0297042578458786,0.9925100803375244,0.001
0.05633530020713806,0.9884374737739563,0.028896063566207886,0.9927021265029907,0.001
0.048418078571558,0.9928125143051147,0.02683735266327858,0.9930862188339233,0.001
0.05430233106017113,0.989062488079071,0.02655772678554058,0.9936623573303223,0.001
0.04367336258292198,0.9909374713897705,0.02463787980377674,0.992894172668457,0.001
0.04357102885842323,0.9906250238418579,0.02481149137020111,0.9927021265029907,0.001
0.045510414987802505,0.9918749928474426,0.022397635504603386,0.993470311164856,0.001
0.04143277555704117,0.9915624856948853,0.021212458610534668,0.9942384958267212,0.001
0.03796922415494919,0.9921875,0.02266913652420044,0.993470311164856,0.001
0.05288703367114067,0.9877819418907166,0.0202210433781147,0.9946226477622986,0.001
0.03925532102584839,0.99154132604599,0.019819628447294235,0.9944306015968323,0.001
0.03298388421535492,0.9928125143051147,0.019849970936775208,0.9936623573303223,0.001
0.033842235803604126,0.9940624833106995,0.019580505788326263,0.9938544034957886,0.001
0.03929071128368378,0.9921875,0.01800924353301525,0.9942384958267212,0.001
0.033056214451789856,0.9943749904632568,0.018248513340950012,0.9946226477622986,0.001
0.031459204852581024,0.9928125143051147,0.017205728217959404,0.9940464496612549,0.001
0.03327396512031555,0.9934375286102295,0.01701181009411812,0.9946226477622986,0.001
0.03597275912761688,0.9921875,0.01824386976659298,0.9944306015968323,0.001
0.02840784564614296,0.9956250190734863,0.016148656606674194,0.9946226477622986,0.001
0.030009083449840546,0.9940476417541504,0.016095537692308426,0.9946226477622986,0.001
0.02892983704805374,0.9937343597412109,0.015996262431144714,0.9950067400932312,0.001
0.027234265580773354,0.9940624833106995,0.015306204557418823,0.9953908324241638,0.001
0.02556701935827732,0.9962499737739563,0.01591484434902668,0.9950067400932312,0.001
0.028315391391515732,0.9934375286102295,0.015172649174928665,0.9951987862586975,0.001
0.02812916226685047,0.9931250214576721,0.01584319770336151,0.9951987862586975,0.001
0.022346653044223785,0.9962499737739563,0.014679128304123878,0.9955828785896301,0.001
0.025975365191698074,0.995312511920929,0.014120690524578094,0.9957749247550964,0.001
0.02256084606051445,0.9956250190734863,0.01528204046189785,0.9955828785896301,0.001
0.022053275257349014,0.9959375262260437,0.01360789779573679,0.9959669709205627,0.001
0.02543581649661064,0.9965624809265137,0.013128064572811127,0.9963510632514954,0.001
0.026041526347398758,0.9937499761581421,0.013363317586481571,0.9965431094169617,0.001
0.028680764138698578,0.9931250214576721,0.013234645128250122,0.996159017086029,0.001
0.02388703264296055,0.9934375286102295,0.012117201462388039,0.9957749247550964,0.001
0.016492851078510284,0.9978070259094238,0.012308858335018158,0.9963510632514954,0.001
0.0223048385232687,0.9950000047683716,0.01252039335668087,0.9955828785896301,0.001
